0		1492
1	0	777
2	0	666
3	0	555
4	0	23000
5	0	23001
6	0	23002
7	0	23003
8	0	24000
9	0	24001
10	0	24002
11	0	24003
12	0	24004
13	0	24005
14	0	24006
15	0	24007
16	0	4200
17	0	4208
18	0	4210
19	0	4211
20	0	4212
21	0	4213
22	0	4214
23	0	4220
24	0	4299
25	0	4201
26	0	4209
27	0	4221
28	0	4222
29	0	4230
30	0	4232
31	0	14017
32	0	14018
33	0	14019
34	0	14020
35	0	14021
36	0	14022
37	0	14023
38	0	14024
39	0	14025
40	0	14036
41	0	14037
42	0	14038
43	0	14039
44	0	15522
45	0	1456
46	0	1457
47	0	1458
48	0	1459
49	0	1460
50	0	1461
51	0	1462
52	0	1463
53	0	1464
54	0	1465
55	0	1466
56	0	1467
57	0	1468
58	0	1469
59	0	1470
60	0	1471
61	0	1472
62	0	1473
63	0	1474
64	0	1475
65	0	1476
66	0	1477
67	0	1478
68	0	1479
69	0	1480
70	0	1481
71	0	1482
72	0	1483
73	0	1484
74	0	1485
75	0	1486
76	0	1487
77	0	1488
78	0	1489
79	0	1490
80	0	1491
81	0	1492
82	0	1493
83	0	1494
84	0	1495
85	0	1496
86	0	5015
87	0	15536
88	0	15537
89	0	15538
90	0	15539
91	0	15540
92	0	15541
93	0	15542
94	0	15543
95	0	15544
96	0	15545
97	0	15546
98	0	15547
99	0	15548
100	0	15549
101	0	15550
102	0	15551
103	0	15552
104	0	15553
105	0	15554
106	0	15555
107	0	15556
108	0	15557
109	0	15558
110	0	15559
111	0	15560
112	0	15561
113	0	15562
114	0	15563
115	0	15564
116	0	15565
117	0	15566
118	0	15567
119	0	15568
120	0	15569
121	0	15570
122	0	15572
123	0	15573
124	0	15574
125	0	15575
126	0	15576
127	0	15577
128	0	15578
129	0	15579
130	0	15580
131	0	15581
132	0	15582
133	0	15583
134	0	15584
135	0	15585
136	0	15586
137	0	15587
138	0	15588
139	0	15589
140	0	15590
141	0	33251
142	0	33252
143	0	33253
144	0	33254
145	0	33255
146	0	33256
147	0	33257
148	0	33258
149	0	33259
150	0	33260
151	0	33261
152	0	33262
153	0	33263
154	0	33264
155	0	33265
156	0	33266
157	0	33267
158	0	33268
159	0	33269
160	0	33270
161	0	33271
162	0	33272
163	0	33273
164	0	33274
165	0	33275
166	0	33276
167	0	33277
168	0	33278
169	0	33279
170	0	33280
171	0	33281
172	0	33282
173	0	33293
174	0	33294
175	0	33295
176	0	33296
177	0	41000
178	0	41001
179	0	41002
180	0	41003
181	0	41004
182	0	41005
183	0	41006
184	0	41007
185	0	41008
186	0	41009
187	0	41010
188	0	41011
189	0	41012
190	0	41013
191	0	41014
192	0	41015
193	0	41016
194	0	41017
195	0	41018
196	0	41019
197	0	41020
198	0	41021
199	0	41022
200	0	41023
201	0	41024
202	0	41025
203	0	41026
204	0	41027
205	0	41028
206	0	2431
207	0	2433
208	0	5016
209	0	46010
210	0	46011
211	0	46012
212	0	47012
213	0	47013
214	0	47014
215	0	47015
216	0	47016
217	0	47017
218	0	47018
219	0	43810
220	0	43811
221	0	43812
222	0	43813
223	0	43814
224	0	43815
225	0	47025
226	0	47019
227	0	47020
228	0	47021
229	0	47022
230	0	47023
231	0	47024
232	0	47026
233	0	47027
234	0	47028
235	0	47029
236	0	50000
237	0	51000
238	0	51001
239	0	51002
240	0	51003
241	0	51004
242	0	51005
243	0	51006
244	0	51007
245	0	51008
246	0	51009
247	0	51010
248	0	51011
249	0	51012
250	0	51013
251	0	51014
252	0	51015
253	0	51016
254	0	51017
255	0	51018
256	0	51100
257	0	51101
258	0	51102
259	0	51103
260	0	51104
261	0	43820
262	0	43821
263	0	43822
264	0	43823
265	0	43824
266	0	43825
267	0	43826
268	0	43830
269	0	58000
270	0	58001
271	0	59513
272	0	59930
273	0	59931
274	0	59932
275	0	59933
276	0	59934
30220	0	30220
30221	0	30221
30222	0	30222
30223	0	30223
30224	0	30224
30225	0	30225
30270	0	30270
30271	0	30271
30272	0	30272
30273	0	30273
30274	0	30274
32501	0	32501
32502	0	32502
32511	0	32511
32512	0	32512
32513	0	32513
32514	0	32514
32531	0	32531
32532	0	32532
32601	0	32601
32602	0	32602
32603	0	32603
32604	0	32604
32605	0	32605
32606	0	32606
32607	0	32607
32608	0	32608
32609	0	32609
32610	0	32610
32611	0	32611
32612	0	32612
32613	0	32613
32614	0	32614
32615	0	32615
32616	0	32616
32617	0	32617
32618	0	32618
32619	0	32619
32620	0	32620
32621	0	32621
32622	0	32622
32623	0	32623
32624	0	32624
32625	0	32625
32626	0	32626
32627	0	32627
32628	0	32628
32629	0	32629
32631	0	32631
32632	0	32632
32633	0	32633
